sound.files,selec,log(duration),log(meanfreq),log(sd),log(freq.median),log(freq.Q25),log(freq.Q75),sqrt(time.median),cubroot(time.Q25),log(time.Q75),log(skew),(sp.ent)^2,(time.ent)^2,sqrt(sfm),log(meandom),log10(mindom),log(maxdom),log(modindx),log(startdom),log(enddom),dfslope2,log(meanpeakf)
ZY 19 June BEleven19.wav,4,2.345561757,-0.558056127,-0.284752875,-0.416493727,-0.594670865,-0.145959047,2.80363712,1.300869056,2.397664505,-1.231714721,0.988036888,0.239966139,-0.331574221,-0.528337814,-0.865164865,0.009795803,2.830153008,-1.615423801,-0.160896703,0.381363133,-0.423059042
ZY 19 June BEleven18.wav,27,1.627862711,-0.557982066,-0.720162915,-0.228237215,-0.3567703,-0.611561041,1.596846444,0.944487321,1.563839011,0.250102005,0.097195954,0.868730743,-0.397903291,-0.336392385,-0.433495246,-0.242208608,-0.263600213,0.079089883,-0.926261781,-0.290334774,0.188239027
ZY 15 June Bten26.wav,8,1.245689491,-0.557228417,-0.031518694,-0.132310817,-0.918373264,-0.116985929,0.98353047,0.652952968,1.192563906,0.792118706,0.591512125,1.09271943,-0.18666016,-0.327949611,-0.911143831,0.786300653,0.755694498,0.209570638,0.267266652,0.070532891,-1.820258575
CN 21 Mar M8.wav,19,-0.419258333,-0.557154147,-0.091470538,-0.461317567,-0.033400788,-0.902600586,-0.730591584,-0.030259703,-0.382690278,-0.410445226,-0.474264286,0.110876919,-1.271174261,-0.295997835,-0.120194638,-0.430565367,-0.983289693,-0.803588537,0.267266652,1.025009155,-0.500925282
hb_02Feb2019_gbtb_SwimminginPond.wav,22,2.429768399,-0.556694747,0.154213269,-0.604410984,-0.609564257,-0.132639707,3.227414012,1.804684459,2.509894868,-1.233092529,1.236474955,0.184644405,0.478590701,-0.137206377,-1.733904326,0.182118683,2.396354755,0.304812959,-0.160896703,-0.043402164,-0.423059042
ZY 25 May SR59.wav,6,0.725325092,-0.556451467,0.101468117,-0.311403376,-0.754063472,0.002277817,0.750552203,0.693394586,0.869510508,1.03866301,-0.159632855,1.245867964,-0.278571196,-0.494561557,-0.312973399,0.249372295,0.239034812,0.397922809,0.792551891,0.298856712,-1.133735428
ZY 16 June Bten31.wav,3,1.325698888,-0.5564082,-0.275066178,-0.301006424,-0.586247789,-0.162540983,1.073246816,0.69093462,1.455855658,-1.239157252,0.830097955,1.060686735,-0.31031857,-0.309286005,-0.957683529,0.148139551,2.017295331,-1.716246506,-0.60210784,0.414156557,0.542684721
Crystal 24 May SR20.wav,5,-0.207270972,-0.556341515,-0.83070936,-0.357020015,-0.048879903,-0.721068468,-0.258073959,-0.080712343,-0.075362441,-0.425521849,-0.021445538,0.495072334,-0.346176529,-0.076482493,0.306243854,-0.430565367,1.102817934,0.045819842,0.267266652,0.182143051,-0.124740701
ZY 19 June BEleven16.wav,20,-1.019289745,-0.556268032,-0.078113845,-0.702551909,-0.393838052,-0.394720796,-1.299371306,-2.108215571,-1.38994324,-0.569571721,0.447033435,-1.244659399,0.094424772,-0.591276481,-0.082780534,-0.316677436,-0.908806004,0.209570638,-0.525063274,-1.167170117,-0.660938066
XF_11Feb19_marina1.wav,63,-0.641865045,-0.55609556,1.694292015,-1.405792328,-1.735242413,0.009267672,-0.583721341,-2.108215571,-0.749992658,0.169016799,1.098491608,-0.452370662,1.725306535,-2.075723378,-1.199296355,-2.391125402,0.162845814,-1.665529623,-1.517355356,0.0355586,-1.982495284
ZY 15 June Bten59.wav,17,-0.673636869,-0.555848714,0.367063827,-0.576818397,-0.70167732,-0.16720532,-0.60613847,0.035055693,-0.783471019,0.642413615,0.621398503,-0.402292886,0.707266691,-0.629740936,-0.643229779,-0.872596869,-0.836936324,-0.338874926,-1.143261919,-0.917427102,-0.423059042
ZY 20 June BEleven20.wav,14,1.110843999,-0.555828816,-0.865899292,-0.678521219,-0.172180837,-0.5531997,0.661945226,0.652885688,0.779631149,1.059973265,-0.886854068,1.133111081,-1.128722906,-0.626713284,-0.00903509,-0.707168263,-0.294169075,-0.124643894,-0.41224392,-0.098665539,-0.701871677
ZY 19 June BEleven18.wav,16,-0.527939771,-0.555797782,-0.215190322,-0.25692241,-0.466633493,-0.262529706,-0.501830191,0.089040927,-0.629958667,-1.46247152,0.725496937,-0.362995872,-0.027907518,0.087887066,-0.04572968,-0.025414467,0.436328217,0.304812959,0.267266652,-0.113428996,0.017129318
ZY 16 June Bten42.wav,4,-0.615771417,-0.555107321,-0.820911854,-0.425226704,0.083056624,-0.753800764,-0.565178257,0.056335048,-0.722504312,-0.394820512,-0.208321107,-0.487786123,-0.284594947,0.024612882,0.272471881,-0.16886388,0.386974607,0.336081775,0.450237244,0.076807244,0.254853994
ZY 16 June Bten30.wav,187,1.80498899,-0.555027775,-0.079933363,-0.167758044,-0.828704901,-0.156829332,1.560788051,1.164208569,1.82809994,-0.62615257,0.75365004,0.72013682,-0.060761119,0.252765486,-1.100808103,0.41354318,0.764195269,0.722527668,0.873686432,0.128599406,0.511621859
YN_16Jun19_OppKallangRiversidePark_02.wav,7,-0.818913424,-0.554449899,0.008464678,-0.447709171,-0.086454762,-0.965176081,-1.191405398,-2.108215571,-1.178818608,-0.095550655,-0.263556692,-1.112276043,0.221554084,-0.295997835,-0.00903509,-0.586691118,-0.983289693,-0.021529531,-0.487097513,-0.685329159,-0.124740701
ZY 15 June Bten83.wav,8,1.171025732,-0.554310535,-0.487360708,-0.153089897,-0.415897054,-0.314677824,0.369297568,0.328741739,0.600761432,1.173322167,-0.319302361,1.006358238,-0.535954096,-0.26776847,-0.082780534,-0.060881748,1.494549983,-0.302394579,0.567670695,0.470827277,-0.869542546
ZY 15 June Bten83.wav,17,-1.121779671,-0.554242141,0.206793813,-0.003078673,-0.865339096,-0.009016098,-1.352488851,-2.108215571,-1.497929716,-0.112096215,0.252064716,-1.189522991,0.045217579,-0.941459139,-1.67694494,0.215861846,0.226444143,0.209570638,0.792551891,0.897759403,-3.178708103
ZY 7 June PR45.wav,1,0.479559709,-0.553935597,0.357048595,0.066737839,-1.014741353,-0.150225457,0.535910867,0.400993558,0.506387059,0.702572443,0.189072311,1.136420693,-0.19488896,-0.003326102,-0.474530136,0.07946002,0.478558079,0.428501866,0.509390541,0.071134616,-1.366762494
Crystal 2 June PR8.wav,12,-1.286772194,-0.553257197,0.369187409,-0.259926374,-1.006440258,-0.204559436,-1.004834234,-2.108215571,-0.837725558,-1.545101308,0.927342245,-2.077625733,0.668475085,-0.468842762,-1.620823223,-0.096609821,-0.983289693,-2.438906511,0.538638147,3.912026754,0.287785345
ZY 29 May SR48.wav,19,-1.109874843,-0.553100177,-0.46030592,-0.182953152,-0.196848309,-0.537525838,-0.516592336,-2.108215571,-1.485386866,1.334322197,-0.183933084,-1.179497569,-0.181887948,-0.037465514,0.56617122,-0.547186868,-0.983289693,0.012281492,0.108035046,0.01350324,-0.088840052
ZY 24 May SR19.wav,16,-0.294692859,-0.552932047,1.424606935,-1.522086384,-1.194799448,-0.118045908,-0.037975979,0.014408098,-0.251443064,-0.463996498,0.365411793,0.146844219,0.767433621,-1.305294273,-0.911143831,-1.312625487,-0.983289693,-0.64284455,-1.420457027,-0.666779674,-1.31915466
YN_06_03_19_Kallang9.wav,3,-1.19477169,-0.552815695,-2.285131271,-0.234560586,0.137375233,-0.77119197,-0.948927411,-2.108215571,-0.740789001,0.05736764,-1.246211251,-2.063246317,-1.694071791,-0.02070107,0.56617122,-0.469129029,-0.526274804,-0.021529531,0.23592991,0.2790807,-0.017909693
VID_20170626_074250.wav,9,-0.036932798,-0.552084706,-0.455768761,-0.600352176,-0.004451951,-1.088518354,0.379387469,0.902243958,0.104113358,-0.311304909,-1.52286416,0.148840892,-2.522053108,-0.277831904,0.098978006,-0.547186868,-0.983289693,0.012281492,-0.375342636,-0.360810444,-0.580200968
AK 27 june 2017 B11 6.wav,27,0.285184676,-0.551055873,0.38807083,-0.778784115,-0.146138615,-1.404577944,0.57147469,0.781611573,0.543870209,0.479623472,-1.710502802,0.919353399,-1.610326825,-0.557583846,-0.04572968,-0.872596869,-0.819356168,-0.302394579,-0.525063274,-0.161540762,-0.46181912
ZY 15 June Bten31.wav,39,0.42050905,-0.550947069,-1.193188979,-0.342639749,0.054852633,-0.760673599,0.073533318,0.375822967,0.444171036,0.011528867,-0.563632027,1.139713227,-0.777534937,-0.253713964,0.098978006,-0.392305359,-0.697046653,0.045819842,-0.375342636,-0.284633352,0.051890235
ZY 16 June Bten28.wav,9,-0.309897475,-0.550768444,-0.621499637,0.100756741,-0.525456074,-0.588628704,-0.656197682,0.008904895,-0.26746311,1.943043159,-1.026716062,0.198486319,-0.905708103,0.201828791,0.659254078,-0.27930036,-0.667577428,0.045819842,0.359811718,0.288688513,0.154547704
XF_09032019_gbtb11.wav,17,0.540380001,-0.550749966,0.885975195,-1.153458521,-0.557663584,-0.855450979,0.180256295,0.427186729,0.253381449,0.726044645,0.281721666,1.117113209,0.514211236,-1.046592258,-0.819733281,-0.872596869,-0.983289693,-0.266231456,-1.325879841,-0.571756395,-0.955848175
ZY 14 June Bten14.wav,3,0.566013082,-0.550308833,-0.229460188,-0.224495593,-0.73964916,-0.267881426,0.778751717,0.706225301,0.655426564,0.627015523,0.024948181,1.167833698,-0.293437396,-0.373815921,-0.474530136,0.009795803,-0.732190854,-1.189727529,0.509390541,1.03792336,-1.133735428
YN_06_03_19_Kallang8.wav,36,-0.849182266,-0.550270706,-1.566919326,-0.371989226,0.310464759,-1.002295219,-0.320980489,0.181105492,-0.376663576,0.884748288,-2.059909049,-1.099600118,-1.103101391,-0.159876282,0.438420112,-0.626519176,-0.983289693,-0.055617697,-0.024141606,-0.064100628,-0.19743707
XF_11Feb19_marina5.wav,47,-0.03052148,-0.550149413,1.592976867,-1.480648237,-0.950312383,-0.140351019,-0.114908278,-0.01859326,0.11086873,1.192582369,-0.250957582,0.571966339,0.743391749,-1.460201541,-1.004797807,-1.646216961,-0.006513081,-1.420827698,-1.517355356,-0.091370831,-1.088581699
ZY 19 June BEleven16.wav,43,1.113931953,-0.550039419,-0.250524494,-0.441519599,-0.441575712,-0.207809077,0.986801733,0.93237296,0.999614161,-0.775613085,0.86240004,1.144811061,-0.187508311,-0.626713284,-1.199296355,-0.666676396,1.187665352,-1.979545367,-0.160896703,0.729750966,-0.423059042
AK 23 june 2017 B11 3.wav,7,-0.773435645,-0.550007271,1.317002367,-1.115623254,-0.569684052,-1.471659739,-0.675371797,-0.00115443,-0.888620205,0.85629798,-0.376683018,-0.436337432,0.305179567,-0.814876956,-0.082780534,-1.221374054,-0.983289693,-0.564743984,-0.56339764,-0.100755845,-0.784904795
ZY 16 June Bten8.wav,33,1.023790657,-0.549951951,-0.616875514,-0.286231899,-0.360960206,-0.295323177,1.047797679,0.680186968,1.057077673,-0.430851321,0.475893554,1.197759585,-0.26467305,-0.570392093,-1.404242672,0.009795803,0.556838016,-2.202886704,-0.338783034,0.741363168,0.417089135
YN_6Feb19_Kallang2.wav,11,0.022520465,-0.549899105,-1.274304076,-0.077941599,0.29617936,-0.606032586,-0.313904594,0.415431275,-0.150335268,-0.02426319,-0.961730924,0.759973897,-1.341164735,-0.68800424,-1.457246412,-0.16886388,-0.983289693,0.336081775,-1.985477647,-1.678912205,0.254853994
ZY 19 June BEleven26.wav,40,1.547200614,-0.54899273,-0.432260676,-0.197759077,-0.27533331,-0.440997492,1.495707081,1.135230351,1.631290999,-1.028494989,0.79001405,0.915571461,-0.024766238,-0.056060972,-1.404242672,-0.060881748,2.090050954,-2.202886704,0.298356645,0.846568497,0.287785345
ZY 19 June BEleven31.wav,5,1.540913928,-0.548864901,-0.449201945,-0.246010651,-0.5071162,-0.14261968,1.897427287,1.586018374,1.58980196,-1.725495547,0.801711978,0.772608997,-0.813422482,-0.29835757,-0.474530136,0.962476904,1.447201815,-1.189727529,0.479924668,0.662607966,-0.701871677
ZY 16 June Bten4.wav,2,-0.839460689,-0.548728939,-1.146802136,-0.285640297,0.12152516,-0.886500564,-1.202738816,-2.108215571,-1.200478739,0.968930866,-1.159260208,-1.163398082,-0.912457544,-0.077933493,0.534632132,-0.586691118,-0.15286645,-0.055617697,0.075403383,0.071930915,-0.124740701
YN_14June19_Opp_Kallang_Riverside_Park_09.wav,2,-0.195627954,-0.548633771,1.652636953,-1.460792732,-1.61462904,0.11259471,-0.248840229,-0.076677365,-0.063093437,-0.483989095,1.208329735,0.472822981,1.792237238,-2.14223524,-1.457246412,-2.004410363,-0.020686672,-1.234931593,-1.985477647,-0.530831149,-2.32619285
DSCN1688.wav,18,0.929280481,-0.548502237,-0.06637839,-0.289945463,-0.476460311,-0.310882554,1.117907223,0.99335231,1.122150452,-0.798687314,0.712228786,1.18116909,0.070962655,0.056959493,-0.557947839,0.07946002,1.3206513,0.241561049,-1.05502565,-0.611200821,0.385119306
ZY 16 June Bten35.wav,22,1.050952154,-0.54826607,-0.37435572,-0.355717566,-0.548991339,-0.186395916,0.750013853,0.97508548,0.626688976,-1.354991156,0.787682918,1.057442735,-0.334547201,-0.810163108,-0.911143831,-0.025414467,1.964719071,-1.665529623,-1.325879841,0.151183925,-0.540383763
hzb_060419_flyer_Herding02.wav,17,-0.873345666,-0.54823935,0.843032914,-0.719875157,-2.100086373,0.15156073,-1.221284392,0.171680097,-1.236170222,1.013695451,0.053104545,-1.13174518,-0.207828041,-1.943630554,-1.351965032,-1.043856744,-0.983289693,-2.145916869,-0.231092485,1.858616202,-2.32619285
ZY 9 June PR6.wav,4,-0.151546577,-0.548171348,-0.189120527,-0.292824924,-0.668272565,-0.185072761,-0.789114064,-0.06132991,-0.475658401,0.427776079,-0.081720615,0.455233158,-0.305312193,-0.418839225,-1.404242672,0.249372295,0.101826135,0.694043084,0.108035046,-0.643036718,-1.133735428
IL 27 jun 2017 B10 GBTB 3.wav,110,0.21195126,-0.5481178,0.705391765,-1.044699127,-0.548105991,-0.543067635,0.498615507,0.384911621,0.149618441,1.16430915,0.202903163,0.938819273,0.931188692,-0.21642932,-0.082780534,0.28265322,-0.641150278,0.722527668,-0.487097513,-0.987096736,-0.743191469
DSCN1718.wav,27,0.398025427,-0.547549766,-0.867907265,-0.436554962,0.141048396,-0.879188879,0.053878229,0.366305502,0.420481564,0.641240871,-0.378697921,1.157425884,-0.473838597,-0.360109092,0.027310023,-0.586691118,0.247140663,-0.64284455,-0.338783034,0.188667919,-0.124740701
ML 28 dec 18 BS 15.wav,13,1.840507523,-0.547406568,-0.043671611,-0.230996788,-0.589754262,-0.182077899,1.486223463,1.130996834,1.62323096,-1.67170821,1.107137554,0.624832243,0.216111773,-0.045716168,-1.733904326,0.41354318,1.892196202,-0.055617697,0.172500293,0.139804715,0.221673159
JC_22Feb19_Marina_17.wav,5,-0.376505318,-0.5468606,-0.581799181,-0.561747451,-0.138688564,-0.524805188,-0.106646245,-0.015036682,-0.337646336,0.280378627,0.114810966,0.162193991,-0.093121478,-0.425062097,0.169324846,-0.666676396,0.025339438,-0.089987586,-0.126261316,-0.096232769,-0.500925282
ZY 15 June Bten32.wav,45,-0.71258365,-0.546118527,-0.564577029,-0.322839406,-0.0630742,-0.596053304,-0.633367397,0.020851282,-0.824505341,-0.431753212,-0.099047702,-0.411858209,-0.323139278,-0.279040894,-0.00903509,-0.586691118,-0.76750338,-0.021529531,-0.487097513,-0.642801237,-0.124740701
sl_04Feb2019_HelixBridge_GrassRolling.wav,14,-0.41769725,-0.545849774,0.570202404,-0.290344065,-0.99882241,-0.342120859,-0.140677137,-0.029705581,-0.381044886,-0.591757074,0.887064027,0.128825998,0.973990407,0.414778393,0.896915794,-0.025414467,-0.60988134,0.458857715,0.479924668,-0.028194395,0.254853994
L1050010.wav,8,0.165034471,-0.545700847,0.908416437,-0.999052955,-0.633242957,-1.515581924,0.286043454,0.477591656,0.374860958,0.514770063,-0.377225434,0.710351398,-0.415310419,-1.113766504,-1.052501028,-1.087631778,-0.620922206,-0.68245183,-1.566711108,-0.556195049,-0.580200968
YN_14June19_Opp_Kallang_Riverside_Park_28.wav,8,0.431991212,-0.545393939,-0.287634811,-0.480742202,0.015346482,-1.069805396,0.488862643,0.380697597,0.456269061,0.191762257,-0.933966863,1.131899864,-0.468179244,-0.313013098,0.027310023,-0.508001204,-0.983289693,0.045819842,-0.449493336,-0.329249252,-0.234242803
YN_16Jun19_OppKallangRiversidePark_02.wav,20,-0.580958281,-0.545376265,-0.280041266,-0.396254953,-0.178841779,-0.788264982,-0.540237454,0.069240978,-0.685819273,0.040030048,-0.513333499,-0.412299051,-0.318911396,-0.195117205,-0.196141581,-0.430565367,-0.836936324,0.045819842,-0.680685731,-0.869469822,0.017129318
Crystal 24 May SR2.wav,11,-0.245959625,-0.545321036,0.138880381,-0.475742319,-0.562992968,-0.155198544,-0.288556063,-0.094061242,-0.116126251,-0.475541695,0.803845169,0.479070276,0.485448322,-0.381665479,0.169324846,0.009795803,-0.913856748,0.488993593,-0.266663975,-0.813638833,-0.540383763
ZY 23 June BEleven11.wav,2,-0.674825538,-0.544874358,0.467800269,-0.498229671,-0.91566241,-0.258417483,-0.60697224,0.034621423,-0.784721484,0.340138408,0.70587495,-0.387636958,0.869848271,-1.426541902,-0.516011066,-1.899346898,-0.983289693,-1.234931593,-0.926261781,0.199777515,-1.31915466
ZY 19 June BEleven10.wav,15,1.789428093,-0.544632122,-0.75995114,-0.070277295,-0.22104031,-0.192932367,2.297890158,1.360026719,1.811703685,-0.431371872,0.386189033,0.703533423,-0.836790282,0.287033385,-0.392896906,0.249372295,2.75222957,0.694043084,0.765132276,0.093539995,0.604157235
ZY 16 June Bten19.wav,14,-0.986983711,-0.544597231,-1.005921953,-0.425021433,0.183542075,-0.992833517,-1.282337366,0.127870211,-1.355905537,0.311102106,-1.02604289,-1.110414803,-0.6235124,-0.253713964,0.306243854,-0.626519176,-0.983289693,-0.055617697,-0.160896703,-0.271662069,-0.160938059
ZY 19 June BEleven9.wav,3,-0.704731363,-0.54421118,-0.413571181,0.114208938,-0.395828095,-0.181436501,-0.627899844,0.023707352,-0.81623273,-0.92073824,0.078763849,-0.440023074,-0.636705123,-0.602558545,-1.457246412,0.009795803,-0.725148754,-2.145916869,0.420324914,2.555315762,0.221673159
DSCN1927.wav,47,-1.121778668,-0.544204267,0.166486923,-0.413764487,-0.753256886,-0.153107741,-1.352488851,-2.108215571,-1.497929716,0.793862672,0.66182217,-1.170147402,0.429706709,-0.338646227,0.372904203,-0.872596869,-0.983289693,-0.266231456,-0.091927111,0.116974951,-0.384638973
ZY 19 June BEleven16.wav,34,1.758611264,-0.543918469,-0.458860975,-0.227159907,-0.550920394,-0.497963037,2.014947243,1.341825637,1.779233234,-0.225750922,0.042277874,0.705495007,-0.532070712,-0.213776853,-0.600350586,-0.132602548,2.60118192,0.177332237,0.359811718,0.128878856,0.287785345
ZY 9 June PR9.wav,37,-1.153376462,-0.543862144,1.145348477,-0.028017648,-1.866936624,-0.265944488,-0.547982103,0.06523753,-0.697175764,1.716152765,0.235554596,-1.180269489,1.074506627,0.39635311,0.925609222,-0.132602548,0.436328217,0.336081775,0.479924668,0.116974951,0.287785345
ZY 15 June Bten44.wav,8,2.432668845,-0.543767549,0.093427322,-0.314547962,-0.743540032,-0.059328384,2.406096054,1.311711748,2.417260552,-1.756171179,1.195980515,0.190080329,0.275967096,0.104885464,-1.404242672,0.695757736,3.412153023,-0.928359883,1.157681327,0.622677144,0.480337113
ZY 19 June BEleven25.wav,8,0.218723449,-0.543560932,-0.686755603,-0.297773855,0.066930944,-0.884218309,0.505295972,0.749004497,0.156753975,2.146710581,-0.887844655,0.886451397,-0.618578124,-0.007330297,0.628478041,-0.547186868,-0.983289693,0.012281492,0.172500293,0.116974951,-0.053231285
ZY 29 May SR18.wav,11,1.291526102,-0.543266779,-0.75789207,-0.246254163,-0.332132752,-0.237930971,1.034708752,0.954725641,1.240868577,-0.672110087,0.328153375,1.090583232,-0.707353378,0.160053046,-0.686596245,0.182118683,1.713990313,-0.021529531,-1.188130683,-0.412276182,-0.234242803
ZY 15 June Bten31.wav,47,2.123100095,-0.543051185,-0.333743932,-0.334379135,-0.446762097,-0.406475716,2.265764502,1.529036246,2.163272692,-1.002097705,0.832721976,0.437993056,0.064310279,-0.115868131,-1.199296355,0.603495548,2.412886968,0.045819842,-1.517355356,-0.317595942,0.154547704
Crystal 24 May SR21.wav,5,-0.898475732,-0.542999827,-0.728874728,-0.473838543,0.194467546,-1.098734704,-0.358977154,0.161918204,-0.428602388,0.89437399,-1.921118642,-1.209328743,-0.983189284,-0.264251099,0.372904203,-0.707168263,0.162845814,-0.230380088,-0.091927111,0.070548515,-0.234242803
hzb_180219_jiakkimbridge_zouk_Roll&ScratchAnother.wav,43,-1.218152926,-0.542873443,0.281083026,-0.709335463,-0.197540665,-0.695057377,-0.963260512,-2.108215571,-0.765424192,0.858941623,-0.29003592,-2.043045388,0.417494124,-0.468842762,0.204017885,-0.914849274,-0.983289693,-0.302394579,-0.266663975,-0.101770166,-0.500925282
ZY 15 June Bten73.wav,5,-1.250563639,-0.542775048,-0.615701438,-0.293842851,-0.292772462,-0.519115154,-0.982989445,-2.108215571,-0.799576669,-0.744859117,0.037431678,-2.093797965,-0.175594835,-0.061031588,-0.120194638,-0.132602548,-0.983289693,0.367117239,-0.60210784,-1.717881799,0.287785345
DSCN2148.wav,18,0.037825988,-0.542445066,-0.393305062,-0.586301347,0.153165466,-1.265945194,0.169502688,0.422034904,0.240829408,1.692161242,-2.019146167,0.773401668,-0.694154088,-0.381665479,0.204017885,-0.830708713,-0.983289693,-0.230380088,-0.266663975,-0.055463396,-0.384638973
Crystal 2 June PR23.wav,2,0.215342621,-0.542408155,-0.679560193,-0.07689704,-0.647865793,-0.502228236,0.095326853,0.386354681,0.153189302,-0.538197976,0.042927278,1.008280084,-0.505075229,-0.352944453,-0.516011066,-0.205397856,-0.039505264,-0.266231456,-0.720568987,-0.329135592,-1.088581699
ZY 16 June Bten29.wav,38,1.250114143,-0.542069301,-0.062067465,-0.193475569,-0.631095847,-0.062002471,0.666650173,0.305714126,1.001181385,-0.420312644,0.689405764,1.04336912,-0.307095473,-0.392478997,-1.67694494,0.182118683,0.849765383,-2.50006545,-2.097496755,0.147866235,0.573528827
ZY 5 June PR2.wav,7,0.65662002,-0.541571532,0.533663961,0.218858338,-0.690010736,-0.337362205,0.507520222,0.388756079,0.75089303,1.065954201,-0.179775038,1.236731026,0.00904666,-0.541330253,-1.67694494,-0.060881748,1.848512088,-2.50006545,-2.154721072,0.137907893,0.3529144
ZY 6 June PR44.wav,10,-0.40008212,-0.540986314,-0.153853323,-0.751485935,-0.179380338,-0.096707915,-0.717698947,-0.023446065,-0.362488508,0.291985266,0.112626892,0.150957802,0.070752574,-0.204835261,0.098978006,0.07946002,-0.4411793,0.336081775,-0.266663975,-0.710251162,-0.580200968
ZY 29 May SR48.wav,8,1.481636284,-0.540950393,-0.266534999,-0.180780047,-0.352965523,-0.324739578,0.974218324,0.926488113,1.362696934,-1.171824478,0.842217605,0.934422934,-0.03848476,-0.131269849,-1.510996709,-0.096609821,1.418530199,0.241561049,-1.05502565,-0.431760781,0.154547704
ZY 15 June Bten46.wav,9,0.564756883,-0.54088057,-0.377640316,-0.431320191,-0.06317236,-0.9607762,0.777421888,0.70562089,0.654101161,0.321277266,-0.406271371,1.176469819,-0.625868307,-0.452877656,-0.600350586,-0.586691118,-0.4411793,-0.021529531,-1.09889731,-0.607093114,-0.124740701
ZY 15 June Bten12.wav,23,0.258136606,-0.540874233,-0.904280538,-0.042360733,-0.254360198,-0.519115154,0.133292472,0.404648628,0.198279567,0.812446807,-0.432646551,1.009380393,-0.716065873,-0.381665479,-1.004797807,-0.205397856,-0.433864735,-0.230380088,-1.517355356,-0.807247324,0.221673159
hzb_110219_nearkallangairport_pupplaying.wav,2,0.48480866,-0.540789345,-0.403722839,-0.320847129,0.196750757,-0.967598475,0.541139609,0.766688079,0.786595388,1.255133252,-1.118230583,1.095150963,-0.556476155,-0.178501966,0.238398369,-0.586691118,-0.091725322,-0.230380088,-0.231092485,0.002681815,-0.124740701
Crystal 2 June PR20.wav,38,-1.290024085,-0.540589293,0.173844691,-0.301136405,-0.662821638,-0.169015604,-1.006785866,-2.108215571,-0.841151047,-1.834245401,0.889089868,-2.080654953,0.489449963,-1.109593427,-1.791726765,-0.830708713,-0.904507838,-2.625149553,-0.126261316,2.897087539,0.3529144
ZY 16 June Bten30.wav,258,-0.591737064,-0.540176022,0.037993275,-0.355761584,-0.729260556,0.149909886,-0.547982103,0.06523753,-0.697175764,-0.877360488,0.721022937,-0.349588985,-0.009565684,0.44411685,-0.157979184,0.665197913,-0.983289693,1.049941237,-0.641201315,-2.18424714,1.011878536
YN_14June19_Opp_Kallang_Riverside_Park_36.wav,12,-0.804270295,-0.539998344,0.886948928,-0.827851337,-0.503352231,-0.860877597,-0.696407871,-0.012218271,-0.921108771,0.624029586,-0.025735176,-0.474867817,0.666349481,-0.70296607,-0.082780534,-1.087631778,-0.983289693,-0.762816319,-0.266663975,0.470890053,-0.580200968
ZY 29 May SR31.wav,21,-0.501689585,-0.539192858,0.10405407,-0.293842851,-0.762044005,-0.066741441,-0.785305786,-0.059300924,-0.469544284,-1.10049387,0.725543314,0.096951465,0.297717953,0.618938691,0.098978006,0.41354318,-0.300984642,-0.564743984,0.479924668,1.10205742,0.783561551
sl_09Feb2019_gbtb_AboutToCrossRoad.wav,3,-0.747996238,-0.539037272,0.516529923,-0.829402975,-0.352520811,-0.345627687,-0.657896531,0.008014614,-0.861824728,0.576369805,0.089774419,-0.507411871,0.46109519,-0.495298348,0.134313518,-0.707168263,-0.48937154,-0.124643894,-0.231092485,-0.226884354,-0.580200968
ZY 6 June PR20.wav,6,0.473966119,-0.538852715,-0.37717819,-0.503824443,-0.390003831,-0.20721811,-0.344228144,-0.118556385,-0.191635539,-0.898579397,0.678950449,0.836987207,-0.185950127,-0.712195891,-0.082780534,-1.000472563,0.536254168,-0.375678112,-0.525063274,-0.089898427,-0.701871677
SP 22 Mar 18 M29.wav,1,-0.529591765,-0.538052937,1.638567502,-1.471149227,-1.506721215,-0.089887312,0.1367383,0.088421108,-0.039933659,-0.357196763,1.189265827,-0.484793995,1.827439353,-1.99125723,-1.004797807,-2.391125402,0.436328217,-1.76758954,-1.420457027,0.193841282,-1.820258575
ML 10 dec 18 BS 27.wav,15,-0.649464732,-0.53764545,0.296982503,-0.455352631,-0.656861254,-0.221125079,-0.589101434,0.043919447,-0.758002607,0.928528492,0.751706493,-0.362114042,0.779239959,-0.338646227,0.372904203,-0.872596869,-0.983289693,-0.266231456,-0.091927111,0.116974951,-0.384638973
YN_29_03_19_Kallang20.wav,13,-0.573051316,-0.537604445,0.393112384,-0.451386534,-0.74455506,-0.152770504,-0.534544528,0.072181517,-0.67749127,-1.37978876,1.0056251,-0.318307039,0.943268319,-0.548637762,-0.157979184,-0.060881748,-0.667577428,0.428501866,-0.41224392,-1.061974275,-0.784904795
ML 16 nov 18 BS 3.wav,8,-0.399564134,-0.537236283,0.462447244,-0.197517922,-1.078286985,0.024161225,-0.717351387,-0.023262516,-0.361945248,-1.370210159,0.978559751,0.108310035,0.61234124,0.124426699,-0.557947839,0.572348031,0.289391268,0.488993593,0.873686432,0.440586254,0.417089135
DSCN2189.wav,21,-0.143392542,-0.537204425,-1.36412837,-0.397801844,0.1806274,-0.892618894,-0.207078388,-0.058477767,-0.008056213,0.15031055,-1.174123462,0.511061706,-1.111579364,-0.302067999,0.027310023,-0.547186868,-0.481260338,-0.159591435,-0.449493336,-0.292982217,-0.088840052
